bedroom,bathroom,size,address,city,zillow_days,views,price,ad_type,company,agent,link
9,12,"10,000",8 E 63rd St New York NY 10065,New York,316,"6,434","29,995,000",For sale,Sotheby's International Realty 212-606-7703,Louise Beit ,https://www.zillow.com/homedetails/8-E-63rd-St-New-York-NY-10065/31533305_zpid/
4,3,"2,237",380 E 8th St Brooklyn NY 11218,Brooklyn,124,"3,203","1,895,000",For sale,Compass,Jayson Halladay ,https://www.zillow.com/homedetails/380-E-8th-St-Brooklyn-NY-11218/30674637_zpid/
1,1,--,333 E 209th St APT 20 Bronx NY 10467,Bronx,74,582,"82,500",For sale,Keller Williams Legendary 516-328-8600,Marco Gomez ,https://www.zillow.com/homedetails/333-E-209th-St-APT-20-Bronx-NY-10467/244458365_zpid/
5,7,"5,937",30 Park Pl #78B New York NY 10007,New York,332,"9,272","25,000,000",For sale,Corcoran 212-608-0030,30 Park Place Sales Gallery ,https://www.zillow.com/homedetails/30-Park-Pl-78B-New-York-NY-10007/219636874_zpid/
5,3,"1,900",7133 67th St Glendale NY 11385,Glendale,23,685,"799,000",For sale,R2M Realty Inc 845-358-2000,Kenyatta A Jones-Arietta ,https://www.zillow.com/homedetails/7133-67th-St-Glendale-NY-11385/32014598_zpid/
3,1,"237,800",60 Knolls Cres APT 1J Bronx NY 10463,Bronx,154,"1,995","190,162",For sale,Midboro Management Inc.,Hollie Giorgio ,https://www.zillow.com/homedetails/60-Knolls-Cres-APT-1J-Bronx-NY-10463/244442185_zpid/
3,2,"1,196",210 Collfield Ave Staten Island NY 10314,Staten Island,34,"2,442","628,000",For sale,Compass Greater NY LLC 718-448-1991,Janina McCormack ,https://www.zillow.com/homedetails/210-Collfield-Ave-Staten-Island-NY-10314/32283917_zpid/
2,3,"2,476",118 Wooster St #4C5C New York NY 10012,New York,17,"1,482","5,250,000",For sale,Brown Harris Stevens 212-317-3672,Mike Lubin ,https://www.zillow.com/homedetails/118-Wooster-St-4C5C-New-York-NY-10012/2075668877_zpid/
3,2,"1,900",548 Golf View Ct #1 Staten Island NY 10314,Staten Island,53,"2,489","399,999",For sale,Remax Edge 718-612-4924,Judith McKenna ,https://www.zillow.com/homedetails/548-Golf-View-Ct-1-Staten-Island-NY-10314/2076869546_zpid/
1,1,--,229 E 28th St APT 2B New York NY 10016,New York,107,"3,123","390,000",For sale,Compass 646-438-1929,Trevor Williams ,https://www.zillow.com/homedetails/229-E-28th-St-APT-2B-New-York-NY-10016/111375424_zpid/
4,2,"1,737",21007 34th Rd Flushing NY 11361,Flushing,23,"1,947","1,150,000",For sale,Corcoran 929-487-3500,Theresa Ching ,https://www.zillow.com/homedetails/21007-34th-Rd-Flushing-NY-11361/32060365_zpid/
2,2,"1,100",5800 Arlington Ave APT 21C Bronx NY 10471,Bronx,23,269,"599,000",For sale,Brown Harris Stevens 718-878-1700,Sandhya N Tidke ,https://www.zillow.com/homedetails/5800-Arlington-Ave-APT-21C-Bronx-NY-10471/215958099_zpid/
3,2,"1,280",3415 Guider Ave APT 3C Brooklyn NY 11235,Brooklyn,17,491,"981,000",For sale,David L. White 617-345-9800,David L White ,https://www.zillow.com/homedetails/3415-Guider-Ave-APT-3C-Brooklyn-NY-11235/64659338_zpid/
4,4,--,15047 126th St Jamaica NY 11420,Jamaica,74,732,"1,499,000",For sale,Akcess24Homes Inc 718-738-2425,Moheed Oasman ,https://www.zillow.com/homedetails/15047-126th-St-Jamaica-NY-11420/32179205_zpid/
3,3,--,1172 Adee Ave #A Bronx NY 10469,Bronx,108,"2,754","499,000",For sale,Keystone Realty USA Corp 347-419-5268,Keystone Realty Of Greater New York ,https://www.zillow.com/homedetails/1172-Adee-Ave-A-Bronx-NY-10469/2077431611_zpid/
5,4,"2,808",83 Weldon St Brooklyn NY 11208,Brooklyn,66,"3,449","749,000",For sale,Keystone Realty USA Corp 347-419-5268,Keystone Realty Of Greater New York ,https://www.zillow.com/homedetails/83-Weldon-St-Brooklyn-NY-11208/30643796_zpid/
4,2,"1,507",276 Atlantic Ave Staten Island NY 10305,Staten Island,146,"2,465","699,000",For sale,Precious Properties Corp. 718-980-7222,Doris Allerti ,https://www.zillow.com/homedetails/276-Atlantic-Ave-Staten-Island-NY-10305/32326821_zpid/
2,1,--,102-55 67th Dr APT 3A Forest Hills NY 11375,Forest Hills,74,"1,160","499,000",For sale,EXP Realty 888-276-0630,Lily G Tran ,https://www.zillow.com/homedetails/102-55-67th-Dr-APT-3A-Forest-Hills-NY-11375/99404310_zpid/
6,2,"3,483",1660 Wallace Ave Bronx NY 10462,Bronx,6,"1,295","725,000",For sale,Exp Realty 888-276-0630,Bryan P Dale ,https://www.zillow.com/homedetails/1660-Wallace-Ave-Bronx-NY-10462/29813064_zpid/
2,1,750,3747 Amboy Rd APT 9A Staten Island NY 10308,Staten Island,146,"1,196","259,000",For sale,"Neuhaus Realty, Inc. 718-979-3400",Elizabeth M Walsh ,https://www.zillow.com/homedetails/3747-Amboy-Rd-APT-9A-Staten-Island-NY-10308/246080079_zpid/
2,1,900,4705 Henry Hudson Pkwy W APT 8H Bronx NY 10471,Bronx,111,"2,264","259,000",For sale,Moda Realty 718-395-3535,Greg Kochanov ,https://www.zillow.com/homedetails/4705-Henry-Hudson-Pkwy-W-APT-8H-Bronx-NY-10471/215957273_zpid/
3,2,"1,550",302 96th St APT 3N/4N Brooklyn NY 11209,Brooklyn,108,"1,053","785,000",For sale,RE/MAX Elite 718-690-3900,Robert Coppolino ,https://www.zillow.com/homedetails/302-96th-St-APT-3N-4N-Brooklyn-NY-11209/121919127_zpid/
3,1,"1,305",433 Yetman Ave Staten Island NY 10307,Staten Island,146,"2,569","489,000",For sale,Coldwell Banker Advantage 718-447-3000,Catherine Crumbley ,https://www.zillow.com/homedetails/433-Yetman-Ave-Staten-Island-NY-10307/32376010_zpid/
2,1,--,99-06 58th Ave #4B Corona NY 11368,Corona,74,"3,533","182,000",For sale,RE/MAX Team 718-429-4400,Christine R Sardinha ,https://www.zillow.com/homedetails/99-06-58th-Ave-4B-Corona-NY-11368/2078454565_zpid/
3,2,"1,943",78 Hammock Ln Staten Island NY 10312,Staten Island,30,"1,592","440,000",For sale,"Sherlock Homes of NY, Inc. 718-966-9900",Michael Blasi ,https://www.zillow.com/homedetails/78-Hammock-Ln-Staten-Island-NY-10312/32361417_zpid/
--,1,"86,988",225 E 74th St APT 5L New York NY 10021,New York,126,751,"339,000",For sale,Douglas Elliman 212-909-7960,Joanne Douglas ,https://www.zillow.com/homedetails/225-E-74th-St-APT-5L-New-York-NY-10021/244741997_zpid/
2,1,925,1966 Newbold Ave APT 603 Bronx NY 10472,Bronx,23,"1,681","179,000",For sale,Howard Hanna Rand Realty 347-202-4965,Mildred M Valentin ,https://www.zillow.com/homedetails/1966-Newbold-Ave-APT-603-Bronx-NY-10472/244460588_zpid/
2,1,950,301 E 63rd St APT 14J New York NY 10065,New York,66,"2,064","525,000",For sale,Sotheby's International Realty 646-457-8054,Celeste Pandhi ,https://www.zillow.com/homedetails/301-E-63rd-St-APT-14J-New-York-NY-10065/72529095_zpid/
3,3,"1,408",410 Montreal Ave Staten Island NY 10306,Staten Island,146,"2,595","599,000",For sale,Prodigy Real Estate Inc. 718-701-5626,Annmarie Triolo ,https://www.zillow.com/homedetails/410-Montreal-Ave-Staten-Island-NY-10306/32344140_zpid/
5,2,--,1895 Pacific St Brooklyn NY 11233,Brooklyn,23,"2,706","599,000",For sale,EXP Realty 888-276-0630,Gordon Chrichlow ,https://www.zillow.com/homedetails/1895-Pacific-St-Brooklyn-NY-11233/30595675_zpid/
1,1,650,2440 Amsterdam Ave APT 5E New York NY 10033,New York,29,"2,402","225,000",For sale,Douglas Elliman 212-769-6540,Neil Porter ,https://www.zillow.com/homedetails/2440-Amsterdam-Ave-APT-5E-New-York-NY-10033/2076677467_zpid/
3,2,"1,683",18601 Henderson Ave Hollis NY 11423,Hollis,175,"3,698","290,000",For sale,Genix Group LLC 718-913-3520,Dawn Griffith ,https://www.zillow.com/homedetails/18601-Henderson-Ave-Hollis-NY-11423/2133017269_zpid/
2,2,"1,150",4499 Henry Hudson Pkwy W #8A Bronx NY 10471,Bronx,14,602,"369,000",For sale,Kapital Real Estate,Benjamin Kadoch ,https://www.zillow.com/homedetails/4499-Henry-Hudson-Pkwy-W-8A-Bronx-NY-10471/2075620636_zpid/
2,2,"1,117",2848 Wickham Ave Bronx NY 10469,Bronx,63,975,"400,000",For sale,EXP Realty 888-276-0630,Anderson Minaya ,https://www.zillow.com/homedetails/2848-Wickham-Ave-Bronx-NY-10469/29831462_zpid/
1,1,--,575 Park Ave APT 1206 New York NY 10065,New York,255,"1,520","395,000",For sale,Compass,Amy Goldberger ,https://www.zillow.com/homedetails/575-Park-Ave-APT-1206-New-York-NY-10065/2079445351_zpid/
4,2,"1,356",15 White Pl Staten Island NY 10310,Staten Island,146,950,"568,000",For sale,Exit Realty Top Properties 718-256-4000,Yongda Simon Liang ,https://www.zillow.com/homedetails/15-White-Pl-Staten-Island-NY-10310/32276352_zpid/
2,2,"1,800",425 E 58th St APT 9B New York NY 10022,New York,2,390,"1,500,000",For sale,Brown Harris Stevens 212-588-5644,Sandra Balan ,https://www.zillow.com/homedetails/425-E-58th-St-APT-9B-New-York-NY-10022/244887315_zpid/
--,1,--,408 W 25th St APT 2RW New York NY 10001,New York,143,"1,413","375,000",For sale,Brown Harris Stevens 212-381-6508,Neil Tilbury ,https://www.zillow.com/homedetails/408-W-25th-St-APT-2RW-New-York-NY-10001/72515018_zpid/
6,9,"8,800",10 E 73rd St New York NY 10021,New York,225,"4,619","29,000,000",For sale,Sotheby's International Realty 212-606-7611,serena  boardman ,https://www.zillow.com/homedetails/10-E-73rd-St-New-York-NY-10021/83939366_zpid/
1,2,929,279 Jamie Ln Staten Island NY 10312,Staten Island,30,"1,664","250,000",For sale,Keller Williams Realty Empire 718-954-8400,Charles Olson ,https://www.zillow.com/homedetails/279-Jamie-Ln-Staten-Island-NY-10312/32360788_zpid/
4,3,"3,000",121 Waverly Pl #2/3 New York NY 10011,New York,8,"1,731","6,000,000",For sale,Douglas Elliman 646-823-3443,Marc Riedel ,https://www.zillow.com/homedetails/121-Waverly-Pl-2-3-New-York-NY-10011/2075426139_zpid/
1,1,800,25 W 54th St #10C New York NY 10019,New York,227,"1,549","495,000",For sale,Warburg Realty 212-327-9624,Jason Haber ,https://www.zillow.com/homedetails/25-W-54th-St-10C-New-York-NY-10019/244701693_zpid/
8,8,"7,000",625 W 246th St Bronx NY 10471,Bronx,192,"2,543","3,995,000",For sale,Brown Harris Stevens 212-317-7746,Tobias Schapiro ,https://www.zillow.com/homedetails/625-W-246th-St-Bronx-NY-10471/29854125_zpid/
7,10,"7,714",11 E 93rd St New York NY 10128,New York,156,"5,207","16,500,000",For sale,Corcoran 917-863-8209,Cathy Franklin ,https://www.zillow.com/homedetails/11-E-93rd-St-New-York-NY-10128/31540831_zpid/
5,8,"4,665",219 E 67th St FLOOR 5 New York NY 10065,New York,67,"2,247","10,900,000",For sale,Douglas Elliman 212-350-8000,Lauren Muss ,https://www.zillow.com/homedetails/219-E-67th-St-FLOOR-5-New-York-NY-10065/80006943_zpid/
3,3,"1,377",327 Admiral Ln #1327D Bronx NY 10473,Bronx,74,854,"385,000",For sale,Besmatch Real Estate 718-324-6060,Cordelia Nyampong ,https://www.zillow.com/homedetails/327-Admiral-Ln-1327D-Bronx-NY-10473/29790101_zpid/
5,4,"3,225",129 Manhattan Ave New York NY 10025,New York,214,"3,191","3,995,000",For sale,Sotheby's International Realty 212-606-7772,Cathy Taub ,https://www.zillow.com/homedetails/129-Manhattan-Ave-New-York-NY-10025/143173263_zpid/
1,1,700,295 Bennett Ave #6E New York NY 10040,New York,2,98,"419,500",For sale,Taichi Fudosan 917-808-3919,Yumiko Kajie ,https://www.zillow.com/homedetails/295-Bennett-Ave-6E-New-York-NY-10040/83895045_zpid/
2,3,"1,800",303 E 57th St APT 11L New York NY 10022,New York,255,"1,830","545,000",For sale,Compass 917-567-5167,Jonathan Tauzowicz ,https://www.zillow.com/homedetails/303-E-57th-St-APT-11L-New-York-NY-10022/2079445305_zpid/
6,5,"2,400",25 Ruxton Ave Staten Island NY 10312,Staten Island,136,"2,029","964,999",For sale,Weichert Realtors Evolution Group 718-370-7653,Nica Balzano ,https://www.zillow.com/homedetails/25-Ruxton-Ave-Staten-Island-NY-10312/32361053_zpid/
5,4,"3,335",251 W 11th St New York NY 10014,New York,11,"1,219","7,400,000",For sale,Leslie J. Garfield 212-574-6969,Matthew Pravda ,https://www.zillow.com/homedetails/251-W-11th-St-New-York-NY-10014/31500535_zpid/
5,8,"5,692",21 1/2 King St New York NY 10014,New York,4,871,"8,750,000",For sale,Leslie J. Garfield 212-574-6959,Matthew Lesser ,https://www.zillow.com/homedetails/21-1-2-King-St-New-York-NY-10014/2075346892_zpid/
6,9,"6,354",271 Hicks St Brooklyn NY 11201,Brooklyn,63,"9,402","13,875,000",For sale,Douglas Elliman 212-350-8567,Nadia Bartolucci ,https://www.zillow.com/homedetails/271-Hicks-St-Brooklyn-NY-11201/30567844_zpid/
--,1,"6,040",231 E 54th St APT 4D New York NY 10022,New York,225,587,"299,000",For sale,Corcoran 212-941-2630,Nick Helmuth ,https://www.zillow.com/homedetails/231-E-54th-St-APT-4D-New-York-NY-10022/244700303_zpid/
2,1,800,3210 Arlington Ave APT 2B Bronx NY 10463,Bronx,23,"1,648","245,000",For sale,Brown Harris Stevens 718-878-1700,Lee Moskof ,https://www.zillow.com/homedetails/3210-Arlington-Ave-APT-2B-Bronx-NY-10463/244434121_zpid/
1,1,700,108 E 91st St APT 6D New York NY 10128,New York,15,760,"449,000",For sale,Douglas Elliman 212-891-7000,Alon Sole ,https://www.zillow.com/homedetails/108-E-91st-St-APT-6D-New-York-NY-10128/119971285_zpid/
--,1,"249,299",25 Tudor City Pl APT 407 New York NY 10017,New York,16,"1,202","249,000",For sale,Compass 212-535-1000,Kathy Kaye ,https://www.zillow.com/homedetails/25-Tudor-City-Pl-APT-407-New-York-NY-10017/244708827_zpid/
5,3,"2,288",8716 79th Ave Glendale NY 11385,Glendale,12,"1,967","850,000",For sale,Dream Key Realty Corp,Edyta Pintal ,https://www.zillow.com/homedetails/8716-79th-Ave-Glendale-NY-11385/32019008_zpid/
3,2,"1,700",4576 Bedford Ave Brooklyn NY 11235,Brooklyn,4,"1,495","799,000",For sale,Challenger Brokers 917-704-8000,Helen Challenger ,https://www.zillow.com/homedetails/4576-Bedford-Ave-Brooklyn-NY-11235/30749078_zpid/
5,7,"11,400",40 Wakefield Rd Staten Island NY 10312,Staten Island,98,"5,962","5,999,000",For sale,Connie Profaci Realty 718-667-9100,JoAnn DellaRocca ,https://www.zillow.com/homedetails/40-Wakefield-Rd-Staten-Island-NY-10312/32350971_zpid/
3,2,"54,997",114 E 90th St APT 1A New York NY 10128,New York,23,"3,982","699,000",For sale,Douglas Elliman 212-965-6000,Iris Simens ,https://www.zillow.com/homedetails/114-E-90th-St-APT-1A-New-York-NY-10128/244903591_zpid/
2,1,900,67-67 136th St #A Flushing NY 11367,Flushing,93,"2,042","319,000",For sale,The Crest Group NYC 347-674-0401,Ricardo M Harrison ,https://www.zillow.com/homedetails/67-67-136th-St-A-Flushing-NY-11367/2080661171_zpid/
3,2,"1,600",634 Washington St APT 4B New York NY 10014,New York,205,"3,213","1,659,000",For sale,Bond New York 917-282-7998,Brian Letendre ,https://www.zillow.com/homedetails/634-Washington-St-APT-4B-New-York-NY-10014/72513896_zpid/
3,4,"2,000",92 Meagan Loop Staten Island NY 10307,Staten Island,91,"4,357","639,000",For sale,Staten Island Premiere Properties 718-667-6400,Theresa M Barbarito ,https://www.zillow.com/homedetails/92-Meagan-Loop-Staten-Island-NY-10307/58579357_zpid/
--,--,--,538 E 87th St Brooklyn NY 11236,Brooklyn,2,79,"415,000",For sale,DEFALCO TRISTAN 718-607-1117,Tristan Defalco ,https://www.zillow.com/homedetails/538-E-87th-St-Brooklyn-NY-11236/2103552839_zpid/
4,2,"1,400",61 Morningside Ave APT 1 New York NY 10027,New York,43,"3,144","585,000",For sale,Brown Harris Stevens 212-381-2586,DeAnna Rieber ,https://www.zillow.com/homedetails/61-Morningside-Ave-APT-1-New-York-NY-10027/72535229_zpid/
7,3,"3,312",5011 11th Ave Brooklyn NY 11219,Brooklyn,146,"4,908","895,000",For sale,RE/MAX Real Estate Professiona 718-532-2000,Billy E. Apter ,https://www.zillow.com/homedetails/5011-11th-Ave-Brooklyn-NY-11219/30685659_zpid/
2,1,600,1993 Amsterdam Ave #54 New York NY 10032,New York,164,"1,645","229,000",For sale,RC Realty Group of New York Inc 413-329-4941,Robert Turcotte ,https://www.zillow.com/homedetails/1993-Amsterdam-Ave-54-New-York-NY-10032/2078114105_zpid/
3,2,--,147-35 Village Rd #35B Jamaica NY 11435,Jamaica,74,"2,080","309,999",For sale,Century 21 American Homes 718-206-1340,Thomas Song ,https://www.zillow.com/homedetails/147-35-Village-Rd-35B-Jamaica-NY-11435/2078051814_zpid/
2,1,--,37-59 84th St #31 Jackson Heights NY 11372,Jackson Heights,156,"1,818","329,000",For sale,Triplemint,Suzanne Adler ,https://www.zillow.com/homedetails/37-59-84th-St-31-Jackson-Heights-NY-11372/219845506_zpid/
2,2,"1,003",150 Featherbed Ln APT 5A Bronx NY 10452,Bronx,136,"1,445","249,900",For sale,REMAX Distinguished Homes,Walter Sarmiento ,https://www.zillow.com/homedetails/150-Featherbed-Ln-APT-5A-Bronx-NY-10452/2077761071_zpid/
3,6,"3,900",230 Central Park S #14 New York NY 10019,New York,59,"5,219","8,995,000",For sale,SERHANT. 917-524-0000,Chase Landow ,https://www.zillow.com/homedetails/230-Central-Park-S-14-New-York-NY-10019/219660971_zpid/
6,9,"8,400",52 E 66th St New York NY 10065,New York,179,"5,878","24,500,000",For sale,Corcoran 212-836-1088,Carrie Chiang ,https://www.zillow.com/homedetails/52-E-66th-St-New-York-NY-10065/2078305942_zpid/
2,1,--,21-15 33rd St APT 5G Astoria NY 11105,Astoria,196,"1,419","320,000",For sale,Keller Williams NYC 610-310-0051,Matthew Tully ,https://www.zillow.com/homedetails/21-15-33rd-St-APT-5G-Astoria-NY-11105/2078543336_zpid/
3,3,--,284 5th Ave #PENTHOUSE New York NY 10001,New York,9,"1,000","3,595,000",For sale,Compass 917-675-9054,Todd Lewin ,https://www.zillow.com/homedetails/284-5th-Ave-PENTHOUSE-New-York-NY-10001/2075436550_zpid/
1,1,700,2860 Bailey Ave APT 6F Bronx NY 10463,Bronx,14,517,"169,000",For sale,Berkshire Hathaway HomeServices New York Properties 646-677-1029,Jonathan Ettricks ,https://www.zillow.com/homedetails/2860-Bailey-Ave-APT-6F-Bronx-NY-10463/244440317_zpid/
3,3,"1,681",269 W 87th St #11C New York NY 10024,New York,371,805,"1,900,000",For sale,Brown Harris Stevens 212-317-3672,Mike Lubin ,https://www.zillow.com/homedetails/269-W-87th-St-11C-New-York-NY-10024/2089638201_zpid/
5,6,"4,185",860 United Nations Plz APT 31C New York NY 10017,New York,317,"2,125","2,350,000",For sale,Corcoran 917-664-8157,Marie Claire Gladstone ,https://www.zillow.com/homedetails/860-United-Nations-Plz-APT-31C-New-York-NY-10017/2080344963_zpid/
3,2,--,526 Cross Bay Blvd Broad Channel NY 11693,Broad Channel,74,906,"289,000",For sale,Goldstone N Y Realty LLC 718-308-1576,Yunzhong A Sun ,https://www.zillow.com/homedetails/526-Cross-Bay-Blvd-Broad-Channel-NY-11693/32219184_zpid/
6,6,"8,500",182 E 64th St New York NY 10065,New York,63,"3,270","12,000,000",For sale,Brown Harris Stevens 212-906-9274,John Burger ,https://www.zillow.com/homedetails/182-E-64th-St-New-York-NY-10065/2076954783_zpid/
3,2,"1,680",91-15 164th Ave Howard Beach NY 11414,Howard Beach,87,"6,334","300,000",For sale,SOWAE CORP 646-619-7424,Eric Lee ,https://www.zillow.com/homedetails/91-15-164th-Ave-Howard-Beach-NY-11414/2077201934_zpid/
4,2,"1,700",9 Dare Ct Brooklyn NY 11229,Brooklyn,11,"1,340","569,000",For sale,Pride Estates 646-379-7176,Danny Chung ,https://www.zillow.com/homedetails/9-Dare-Ct-Brooklyn-NY-11229/30793367_zpid/
1,1,--,107-02 Jewel Ave #B3 Forest Hills NY 11375,Forest Hills,10,"1,349","200,000",For sale,EXP Realty NYC,Lily Tran ,https://www.zillow.com/homedetails/107-02-Jewel-Ave-B3-Forest-Hills-NY-11375/2075508939_zpid/
5,3,--,113-42 Springfield Blvd #A Queens Village NY 11429,Queens Village,80,"4,478","769,000",For sale,Keystone Realty USA Corp 347-419-5268,Keystone Realty Of Greater New York ,https://www.zillow.com/homedetails/113-42-Springfield-Blvd-A-Queens-Village-NY-11429/2077131981_zpid/
2,2,--,190 E 72nd St APT 31B New York NY 10021,New York,255,"5,669","595,000",For sale,Compass,Hanina Levin ,https://www.zillow.com/homedetails/190-E-72nd-St-APT-31B-New-York-NY-10021/2079445336_zpid/
1,1,725,2 S End Ave APT 6A New York NY 10280,New York,2,237,"599,000",For sale,Compass 917-664-6617,Lena Simpson ,https://www.zillow.com/homedetails/2-S-End-Ave-APT-6A-New-York-NY-10280/31492959_zpid/
5,3,--,87-16 77th St Woodhaven NY 11421,Woodhaven,23,"1,642","595,000",For sale,Daniel Gale Associates Inc 718-762-2268,Kathleen B McCarthy ,https://www.zillow.com/homedetails/87-16-77th-St-Woodhaven-NY-11421/2075575368_zpid/
2,1,500,65 N 8th St APT 12 Brooklyn NY 11249,Brooklyn,31,"7,747","365,000",For sale,DiTommaso Real Estate 718-667-8000,Annette Bernabe ,https://www.zillow.com/homedetails/65-N-8th-St-APT-12-Brooklyn-NY-11249/2107843491_zpid/
2,2,900,150 Featherbed Ln APT 7H Bronx NY 10452,Bronx,23,872,"249,900",For sale,RE/MAX Distinguished Hms.&Prop 914-346-8255,Walter F Sarmiento ,https://www.zillow.com/homedetails/150-Featherbed-Ln-APT-7H-Bronx-NY-10452/2101835989_zpid/
3,3,--,2435 87th St Flushing NY 11369,Flushing,23,979,"799,000",For sale,Douglas Elliman Real Estate 718-631-8900,Susanne C Gutermuth ,https://www.zillow.com/homedetails/2435-87th-St-Flushing-NY-11369/31952776_zpid/
3,3,"1,344",15 Martineau St Staten Island NY 10303,Staten Island,64,670,"459,000",For sale,RE/MAX Elite 718-576-2400,Eric Bacelli ,https://www.zillow.com/homedetails/15-Martineau-St-Staten-Island-NY-10303/62723387_zpid/
2,1,"430,000",21-77 33rd St #5E Astoria NY 11105,Astoria,16,"1,060","370,000",For sale,Beekman Street Realty 646-434-9508,Jennylee Marcelin ,https://www.zillow.com/homedetails/21-77-33rd-St-5E-Astoria-NY-11105/245379786_zpid/
--,1,--,56 W 119th St APT 5H New York NY 10026,New York,177,"3,962","125,000",For sale,Micki Garcia Realty,Micki Garcia ,https://www.zillow.com/homedetails/56-W-119th-St-APT-5H-New-York-NY-10026/2081808607_zpid/
3,2,"1,200",26 Lyman Ave Staten Island NY 10305,Staten Island,39,"2,070","725,000",For sale,"Neuhaus Realty, Inc. 718-979-3400",Gaetano Marasa ,https://www.zillow.com/homedetails/26-Lyman-Ave-Staten-Island-NY-10305/145558174_zpid/
2,2,"1,100",759 E 10th St APT 7H Brooklyn NY 11230,Brooklyn,368,"3,521","399,000",For sale,Primerock Real Estate Group Inc 646-434-9100,Andrey Kisheyev ,https://www.zillow.com/homedetails/759-E-10th-St-APT-7H-Brooklyn-NY-11230/80275582_zpid/
--,1,--,400 E 59th St APT 15H New York NY 10022,New York,2,398,"425,000",For sale,Sotheby's International Realty 212-606-7604,Epo In-Manning ,https://www.zillow.com/homedetails/400-E-59th-St-APT-15H-New-York-NY-10022/82390247_zpid/
4,4,"1,553",686 Ilyssa Way Staten Island NY 10312,Staten Island,93,"3,395","425,000",For sale,Compass,Xiangxiang (Irene) vuong ,https://www.zillow.com/homedetails/686-Ilyssa-Way-Staten-Island-NY-10312/32360295_zpid/
4,3,"2,300",230 Tompkins Ave Brooklyn NY 11216,Brooklyn,12,"1,027","1,688,000",For sale,Tesla Realty Group LLC,Cindy Lam ,https://www.zillow.com/homedetails/230-Tompkins-Ave-Brooklyn-NY-11216/30607944_zpid/
1,1,--,315 E 68th St APT 13J New York NY 10065,New York,18,896,"720,000",For sale by owner,None,Property Owner ,https://www.zillow.com/homedetails/315-E-68th-St-APT-13J-New-York-NY-10065/94684810_zpid/
3,3,--,190 E 72nd St APT 29C New York NY 10021,New York,175,"4,256","995,000",For sale,Warburg Realty 212-439-4537,Susan Abrams ,https://www.zillow.com/homedetails/190-E-72nd-St-APT-29C-New-York-NY-10021/2078242964_zpid/
1,1,750,2922 Barnes Ave APT 6D Bronx NY 10467,Bronx,23,482,"99,000",For sale,Century 21 Metro Star 718-794-2327,Miriam I Rosa ,https://www.zillow.com/homedetails/2922-Barnes-Ave-APT-6D-Bronx-NY-10467/244462852_zpid/
3,2,"1,200",775 Nugent Ave Staten Island NY 10306,Staten Island,146,"1,453","549,800",For sale,"Homes R Us Realty of NY, Inc. 718-668-2550",Joseph Tsomik ,https://www.zillow.com/homedetails/775-Nugent-Ave-Staten-Island-NY-10306/32332571_zpid/
2,2,"1,257",58 W 58th St APT 25E New York NY 10019,New York,4,837,"1,899,000",For sale,Fortress Realty Inc.,Anthony Vargas ,https://www.zillow.com/homedetails/58-W-58th-St-APT-25E-New-York-NY-10019/244803100_zpid/
3,4,"3,211",220 Central Park S APT 55B New York NY 10019,New York,4,"1,113","33,000,000",For sale,Nest Seekers International 917-621-7815,Jessica C Campbell ,https://www.zillow.com/homedetails/220-Central-Park-S-APT-55B-New-York-NY-10019/321906076_zpid/
9,4,"3,939",722 E 22nd St Brooklyn NY 11210,Brooklyn,99,"2,236","1,795,000",For sale,Compass 917-822-1135,Shep Skiff ,https://www.zillow.com/homedetails/722-E-22nd-St-Brooklyn-NY-11210/30670042_zpid/
1,1,--,115 8th Ave APT 4 Brooklyn NY 11215,Brooklyn,17,"2,474","695,000",For sale by owner,None,Property Owner ,https://www.zillow.com/homedetails/115-8th-Ave-APT-4-Brooklyn-NY-11215/123579861_zpid/
4,4,--,110 Central Park S New York NY 10019,New York,136,"3,040","5,495,000",For sale,Douglas Elliman 212-350-2205,Sabrina Saltiel ,https://www.zillow.com/homedetails/110-Central-Park-S-New-York-NY-10019/72538695_zpid/
2,2,"1,100",409 Edgecombe Ave APT 5E New York NY 10032,New York,20,"1,863","550,000",For sale,Corcoran 212-360-1677,Michael Pangalos ,https://www.zillow.com/homedetails/409-Edgecombe-Ave-APT-5E-New-York-NY-10032/219708487_zpid/
4,4,"4,138",244 W 12th St New York NY 10014,New York,8,"1,550","10,900,000",For sale,"Time Equities, Inc. 917-670-2268",Javier Lattanzio ,https://www.zillow.com/homedetails/244-W-12th-St-New-York-NY-10014/31500564_zpid/
3,3,"1,344",81-03 91st Ave Woodhaven NY 11421,Woodhaven,174,"2,854","608,000",For sale,Hartland Group 646-258-2900,Tatyana Shatenko ,https://www.zillow.com/homedetails/81-03-91st-Ave-Woodhaven-NY-11421/2078232145_zpid/
2,2,"1,465",721 5th Ave APT 39A New York NY 10022,New York,14,585,"2,295,000",For sale,Keller Williams NYC 917-751-5888,Rana Williams ,https://www.zillow.com/homedetails/721-5th-Ave-APT-39A-New-York-NY-10022/2075610718_zpid/
3,2,"1,160",106 Champlain Ave Staten Island NY 10306,Staten Island,30,"1,563","599,000",For sale,Thomas Gugliucci Real Estate 347-302-2420,Thomas Gugliucci ,https://www.zillow.com/homedetails/106-Champlain-Ave-Staten-Island-NY-10306/32343888_zpid/
